"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000150873",0.829450265180076,3.07085753648941,2.13019529683759,1.44158497629222,0.149419489215454,0.226023240486232,"C2orf50","130813","chromosome 2 open reading frame 50"
"ENSG00000135063",0.829450265180076,3.07085753648941,2.13019529683759,1.44158497629222,0.149419489215454,0.226023240486232,"ENTREP1","9413","endosomal transmembrane epsin interactor 1"
"ENSG00000137478",558.10336008247,-0.121150268572305,0.0840851942927953,-1.44080381321883,0.149640115877676,0.226333746695934,"FCHSD2","9873","FCH and double SH3 domains 2"
"ENSG00000130956",374.658604478929,-0.14760130829321,0.10246121692973,-1.44055782974389,0.149709641294401,0.22640927958238,"HABP4","22927","hyaluronan binding protein 4"
"ENSG00000167685",441.517679665603,0.132179382412534,0.091759688619107,1.44049510631197,0.149727373552771,0.22640927958238,"ZNF444","55311","zinc finger protein 444"
"ENSG00000254093",64.0093934749952,-0.322106917934987,0.223613291711899,-1.4404640952649,0.149736141137838,0.22640927958238,"PINX1","54984","PIN2 (TERF1) interacting telomerase inhibitor 1"
"ENSG00000083807",21.1242084029285,-0.582123979193569,0.4042640274291,-1.43995987695359,0.14987875100609,0.226601665195707,"SLC27A5","10998","solute carrier family 27 member 5"
"ENSG00000185875",59.3789569912356,-0.352096353908374,0.244611044621342,-1.43941314854944,0.150033501204455,0.226812364422122,"THNSL1","79896","threonine synthase like 1"
"ENSG00000135643",39.8844289479045,0.404016560653291,0.280771140656123,1.43895330449262,0.150163753317323,0.226985989373405,"KCNMB4","27345","potassium calcium-activated channel subfamily M regulatory beta subunit 4"
"ENSG00000157916",2153.5090858002,0.0751255688407892,0.0522266902061888,1.43845165267407,0.150305945926067,0.227177625993064,"RER1","11079","retention in endoplasmic reticulum sorting receptor 1"
"ENSG00000169302",1.77708540338061,-2.20047526911626,1.52995467692131,-1.4382617356641,0.15035980445888,0.22720903986932,"STK32A","202374","serine/threonine kinase 32A"
"ENSG00000260428",10.8983325692193,0.790101312953505,0.549345260431432,1.43825999760696,0.150360297422151,0.22720903986932,"SCX","642658","scleraxis bHLH transcription factor"
"ENSG00000170315",4764.4854913497,0.0623113143996884,0.0433266990311788,1.43817359256582,0.150384805944143,0.22720903986932,"UBB","7314","ubiquitin B"
"ENSG00000121210",348.013050875235,-0.142130588634523,0.0988280136774118,-1.43816093580973,0.150388396249506,0.22720903986932,"TMEM131L","23240","transmembrane 131 like"
"ENSG00000115993",2301.51789495351,-0.0691739138028361,0.0481047816777477,-1.43798415438677,0.15043855015548,0.227260960328626,"TRAK2","66008","trafficking kinesin protein 2"
"ENSG00000001631",348.798285306646,-0.143541514557229,0.0998250290106259,-1.43793110785822,0.150453602247686,0.227260960328626,"KRIT1","889","KRIT1 ankyrin repeat containing"
"ENSG00000060971",429.878153377719,-0.129381091269394,0.0900067077424616,-1.43746054615836,0.15058717564227,0.227439413262531,"ACAA1","30","acetyl-CoA acyltransferase 1"
"ENSG00000065325",4.56043265930008,1.29227598200315,0.899290678087715,1.4369947487403,0.150719485663709,0.227615921683753,"GLP2R","9340","glucagon like peptide 2 receptor"
"ENSG00000160716",1.91478100982824,2.12495850568714,1.47896917716839,1.43678349656721,0.150779521162088,0.227683256443326,"CHRNB2","1141","cholinergic receptor nicotinic beta 2 subunit"
"ENSG00000058085",297.64176973737,-0.156870580703337,0.10920310258193,-1.43650296552376,0.150859273109066,0.227780347001477,"LAMC2","3918","laminin subunit gamma 2"
"ENSG00000213780",3.29776520129994,1.49724182931363,1.04265355837171,1.4359916745998,0.151004710287167,0.227976584737992,"GTF2H4","2968","general transcription factor IIH subunit 4"
"ENSG00000132286",387.593884443134,0.135001840945759,0.0940206513336139,1.43587434282636,0.151038100486962,0.228003638735721,"TIMM10B","26515","translocase of inner mitochondrial membrane 10B"
"ENSG00000121775",180.192086945781,-0.193963729608112,0.135156063840526,-1.4351093402437,0.151255942364999,0.228309102680803,"TMEM39B","55116","transmembrane protein 39B"
"ENSG00000180776",1598.96511821543,0.077865404048056,0.054277982271359,1.43456703417554,0.151410514192627,0.228519012613511,"ZDHHC20","253832","zinc finger DHHC-type palmitoyltransferase 20"
"ENSG00000186174",2211.27498687562,0.0728705076501476,0.050846243346617,1.43315420872673,0.151813772548061,0.229090301291058,"BCL9L","283149","BCL9 like"
"ENSG00000144026",110.886696218239,0.259709873084481,0.181218391766125,1.43313198265028,0.151820122995642,0.229090301291058,"ZNF514","84874","zinc finger protein 514"
"ENSG00000035115",184.662373488293,0.198062184595847,0.138218590362373,1.43296342464917,0.151868290070764,0.22913952283609,"SH3YL1","26751","SH3 and SYLF domain containing 1"
"ENSG00000103150",131.50656475265,-0.223218975541502,0.155895837217095,-1.43184692757803,0.152187633739946,0.229597844821304,"MLYCD","23417","malonyl-CoA decarboxylase"
"ENSG00000249961",0.717517772368238,-3.04775565748953,2.12875427226589,-1.43170853357605,0.152227253168471,0.22963411025557,"TERB1","283847","telomere repeat binding bouquet formation protein 1"
"ENSG00000035862",14065.1928490765,-0.0484721619770531,0.0338657280639692,-1.43130429339932,0.152343023988416,0.229769288969763,"TIMP2","7077","TIMP metallopeptidase inhibitor 2"
"ENSG00000171161",271.838309480547,0.167838503136637,0.117268218729298,1.43123605828851,0.152362572531147,0.229769288969763,"ZNF672","79894","zinc finger protein 672"
"ENSG00000103888",2826.81977714824,0.0871548306211612,0.0608961982849065,1.43120314692556,0.152372001925308,0.229769288969763,"CEMIP","57214","cell migration inducing hyaluronidase 1"
"ENSG00000135346",1.24288151937524,2.52811100449214,1.76645471100232,1.4311779343936,0.152379225837323,0.229769288969763,"CGA","1081","glycoprotein hormones, alpha polypeptide"
"ENSG00000197062",124.721913621579,-0.235692311412537,0.164711418569651,-1.43094093572432,0.152447143601483,0.22984818438861,"ZSCAN26","7741","zinc finger and SCAN domain containing 26"
"ENSG00000156140",73.8106751569113,0.303843054973541,0.212531694439637,1.42963643975387,0.152821391299357,0.230388877349624,"ADAMTS3","9508","ADAM metallopeptidase with thrombospondin type 1 motif 3"
"ENSG00000160218",579.674967083383,0.119725789150801,0.0837610004970943,1.42937391435474,0.152896791803457,0.230478972854592,"TRAPPC10","7109","trafficking protein particle complex subunit 10"
"ENSG00000184697",3.42497031363,1.45786678303152,1.01999147563117,1.42929310475795,0.152920007003479,0.230490393047379,"CLDN6","9074","claudin 6"
"ENSG00000120662",82.3766212845306,0.280031116547261,0.195973810963269,1.42892111538183,0.153026907705213,0.230627933915475,"MTRF1","9617","mitochondrial translation release factor 1"
"ENSG00000226174",7.31741993823464,0.950169916264431,0.665093168652205,1.42862678651463,0.153111530941352,0.230731875563767,"TEX22","647310","testis expressed 22"
"ENSG00000140945",1220.79854182487,0.0921668070261148,0.0645572096270586,1.42767643704792,0.1533850113398,0.231120365721908,"CDH13","1012","cadherin 13"
"ENSG00000127743",4.03449656144771,1.33890866411073,0.938023749622599,1.42737181723749,0.153472749818816,0.231228929342641,"IL17B","27190","interleukin 17B"
"ENSG00000089820",2.87181610590165,1.61247969003655,1.13002093439441,1.42694674138997,0.153595246565096,0.231383456654733,"ARHGAP4","393","Rho GTPase activating protein 4"
"ENSG00000108576",1.81653248340991,2.13946213731689,1.49937045037036,1.42690696404509,0.153606713252131,0.231383456654733,"SLC6A4","6532","solute carrier family 6 member 4"
"ENSG00000066583",156.112150857257,-0.206227203730614,0.144539684861392,-1.42678603408038,0.153641577948643,0.231412322514778,"ISOC1","51015","isochorismatase domain containing 1"
"ENSG00000184922",72.627744638745,0.330526896856476,0.231687675364244,1.42660543482446,0.153693656793129,0.231467107481825,"FMNL1","752","formin like 1"
"ENSG00000119013",423.549081137592,-0.136840468166766,0.0960183585194031,-1.42514900563639,0.154114133368992,0.232065729119696,"NDUFB3","4709","NADH:ubiquinone oxidoreductase subunit B3"
"ENSG00000072954",26.2513244128921,-0.492447008227324,0.345547846561657,-1.42511959813199,0.154122632421196,0.232065729119696,"TMEM38A","79041","transmembrane protein 38A"
"ENSG00000018189",438.151628986081,-0.129105288986059,0.0906152351328468,-1.42476360400967,0.154225546411102,0.232179824265664,"RUFY3","22902","RUN and FYVE domain containing 3"
"ENSG00000189060",784.478604415323,-0.0996681701376763,0.0699564384184873,-1.42471761557457,0.154238844970309,0.232179824265664,"H1-0","3005","H1.0 linker histone"
"ENSG00000137413",252.530958542443,0.168766865533576,0.118458323744344,1.42469402063976,0.154245668298623,0.232179824265664,"TAF8","129685","TATA-box binding protein associated factor 8"
"ENSG00000162552",3.37380201725139,1.46073839822118,1.02580905688637,1.42398664587243,0.154450337819059,0.232445879148233,"WNT4","54361","Wnt family member 4"
"ENSG00000116353",196.422992767733,-0.184800001129492,0.12977763975608,-1.42397412587275,0.154453962172523,0.232445879148233,"MECR","51102","mitochondrial trans-2-enoyl-CoA reductase"
"ENSG00000006015",274.964000312341,0.158235402589717,0.111132241862309,1.42384784053729,0.154490523509591,0.232477163108469,"REX1BD","55049","required for excision 1-B domain containing"
"ENSG00000146457",758.467767913109,-0.101037706618778,0.0710698081101372,-1.42166848772405,0.155122512320857,0.233404347788136,"WTAP","9589","WT1 associated protein"
"ENSG00000123342",283.330734880766,-0.160742002237717,0.113104474920663,-1.42118163185381,0.155263963153199,0.23359333288606,"MMP19","4327","matrix metallopeptidase 19"
"ENSG00000007237",371.043203749801,-0.135590740324821,0.0954119906399428,-1.42110796992488,0.155285373375224,0.233601697744621,"GAS7","8522","growth arrest specific 7"
"ENSG00000185527",3.04860093712848,-1.54758986071387,1.08953947914296,-1.42040732836153,0.155489130547682,0.23388434435719,"PDE6G","5148","phosphodiesterase 6G"
"ENSG00000197563",506.265503946904,-0.122623362559788,0.0863442190592066,-1.42016876052472,0.155558555981795,0.233964394225527,"PIGN","23556","phosphatidylinositol glycan anchor biosynthesis class N"
"ENSG00000180233",18.6213589683872,-0.58491273415275,0.411876914751213,-1.42011536263463,0.155574098480809,0.233964394225527,"ZNRF2","223082","zinc and ring finger 2"
"ENSG00000100156",1.79526089744702,2.20719985457667,1.5543496311388,1.42001504060548,0.155603302354548,0.233984437312654,"SLC16A8","23539","solute carrier family 16 member 8"
"ENSG00000165917",1.28652680075277,2.53715760889943,1.78883123490295,1.41833257346777,0.156093690960018,0.234697900160044,"RAPSN","5913","receptor associated protein of the synapse"
"ENSG00000132825",110.845768059115,-0.261326250291875,0.184259328110566,-1.41825248670756,0.156117063044675,0.234709096720638,"PPP1R3D","5509","protein phosphatase 1 regulatory subunit 3D"
"ENSG00000075275",131.295057208084,0.249935782659695,0.176289666319646,1.41775628644344,0.156261930618489,0.234881032801333,"CELSR1","9620","cadherin EGF LAG seven-pass G-type receptor 1"
"ENSG00000181649",1421.47699763434,0.0857822972075075,0.0605058724702368,1.41775159509855,0.156263300761099,0.234881032801333,"PHLDA2","7262","pleckstrin homology like domain family A member 2"
"ENSG00000111664",27.9769564644037,-0.47050291224174,0.331924396788232,-1.41750024039938,0.156336724119132,0.234967432191288,"GNB3","2784","G protein subunit beta 3"
"ENSG00000154309",127.464780638269,0.227820982207517,0.160738982737608,1.41733497579373,0.156385013910075,0.235016043133138,"DISP1","84976","dispatched RND transporter family member 1"
"ENSG00000123427",116.37385412871,0.237972750273552,0.167969996538204,1.41675748751609,0.156553842981897,0.235245772621044,"EEF1AKMT3","25895","EEF1A lysine methyltransferase 3"
"ENSG00000164124",10.1192827113552,-0.81862912730437,0.578456056675639,-1.41519674287619,0.157010819256311,0.235908395779336,"TMEM144","55314","transmembrane protein 144"
"ENSG00000140543",98.0167444354194,-0.258425238988156,0.182618233024905,-1.41511192342395,0.157035682800964,0.235921701643283,"DET1","55070","DET1 partner of COP1 E3 ubiquitin ligase"
"ENSG00000198133",6.4494825974198,-1.00666233851643,0.711408159712033,-1.41502782161497,0.15706033892606,0.235934693210914,"TMEM229B","161145","transmembrane protein 229B"
"ENSG00000068400",531.38542387532,0.124541064588632,0.0880372330583446,1.41464083163649,0.157173830587302,0.236081116509953,"GRIPAP1","56850","GRIP1 associated protein 1"
"ENSG00000100591",1399.68296521918,0.0837461082092054,0.0592182684548584,1.41419380191848,0.15730500732522,0.236254070922153,"AHSA1","10598","activator of HSP90 ATPase activity 1"
"ENSG00000110442",446.44255814762,-0.129255940189354,0.0914605686700877,-1.41324225367109,0.157584506613473,0.236649730840571,"COMMD9","29099","COMM domain containing 9"
"ENSG00000169635",153.06003964094,0.215632224802417,0.152606144507665,1.41299831339089,0.157656220013763,0.236733303164833,"HIC2","23119","HIC ZBTB transcriptional repressor 2"
"ENSG00000197410",0.803947109464652,3.03288512427046,2.14678215931876,1.41275867749567,0.157726692086253,0.236795253908496,"DCHS2","54798","dachsous cadherin-related 2"
"ENSG00000204519",105.938255443861,0.253956361307354,0.179760456824602,1.41274875349893,0.157729611047612,0.236795253908496,"ZNF551","90233","zinc finger protein 551"
"ENSG00000165949",5.7486910499805,1.1043860320516,0.782098093903351,1.41208122185767,0.157926047191086,0.237066009727259,"IFI27","3429","interferon alpha inducible protein 27"
"ENSG00000197880",0.743084943822293,2.94752827882386,2.09013509560882,1.41020945728166,0.158477844119801,0.237870095390328,"MDS2","259283","myelodysplastic syndrome 2 translocation associated"
"ENSG00000134461",58.904249720059,0.324419632948696,0.230074845809947,1.41006128595511,0.158521587355191,0.237911522855479,"ANKRD16","54522","ankyrin repeat domain 16"
"ENSG00000145736",133.185848754714,0.216953121419984,0.153935558152734,1.40937626123215,0.158723939624465,0.238190960409874,"GTF2H2","2966","general transcription factor IIH subunit 2"
"ENSG00000169188",243.889897312029,-0.165748366321677,0.117672880644299,-1.40855195703673,0.158967693345568,0.238512395882695,"APEX2","27301","apurinic/apyrimidinic endodeoxyribonuclease 2"
"ENSG00000140455",256.821379201877,0.161004704279316,0.114305893144758,1.40854246312058,0.15897050242609,0.238512395882695,"USP3","9960","ubiquitin specific peptidase 3"
"ENSG00000124782",488.219803651134,-0.120155232135084,0.0853089231341802,-1.40847202989651,0.158991343534466,0.23851938324623,"RREB1","6239","ras responsive element binding protein 1"
"ENSG00000143199",4.69997323104469,-1.19745621687685,0.850314673799234,-1.40825067915925,0.159056854417813,0.238593376123127,"ADCY10","55811","adenylate cyclase 10"
"ENSG00000164296",97.045598104979,-0.258849942906898,0.183885441471434,-1.40766958403887,0.159228932313626,0.238827193612682,"TIGD6","81789","tigger transposable element derived 6"
"ENSG00000165724",300.068763068983,0.150258847507145,0.106748123302265,1.40760177189885,0.159249022486461,0.238833020596873,"ZMYND19","116225","zinc finger MYND-type containing 19"
"ENSG00000122824",15.4727133685937,-0.657145182163055,0.466972647769132,-1.40724555346536,0.159354588036709,0.238967024672875,"NUDT10","170685","nudix hydrolase 10"
"ENSG00000112578",487.358059599875,-0.124795561212834,0.088696338396973,-1.40699789267843,0.159428013654672,0.239052809567866,"BYSL","705","bystin like"
"ENSG00000067842",1.6319001503362,-2.20639672922144,1.56929487468013,-1.40597969497044,0.159730154328551,0.239477475252009,"ATP2B3","492","ATPase plasma membrane Ca2+ transporting 3"
"ENSG00000198218",1156.1568859078,0.0862819820262341,0.061369867141319,1.40593398756346,0.15974372772442,0.239477475252009,"QRICH1","54870","glutamine rich 1"
"ENSG00000157890",1.3037436850176,2.58717498707568,1.84065659978108,1.4055717874716,0.159851318494203,0.2396053798699,"MEGF11","84465","multiple EGF like domains 11"
"ENSG00000168275",202.960788417398,0.183314901634743,0.130423361913167,1.4055373128381,0.159861561966395,0.2396053798699,"COA6","388753","cytochrome c oxidase assembly factor 6"
"ENSG00000166484",481.886090897211,0.122920588448104,0.0874843498966342,1.40505803144607,0.160004022608414,0.239794517510963,"MAPK7","5598","mitogen-activated protein kinase 7"
"ENSG00000156049",1.20439304914752,2.49334167127255,1.77522195700565,1.40452390273393,0.160162899029191,0.239957903616046,"GNA14","9630","G protein subunit alpha 14"
"ENSG00000242220",1.20439304914752,2.49334167127255,1.77522195700565,1.40452390273393,0.160162899029191,0.239957903616046,"TCP10L","140290","t-complex 10 like"
"ENSG00000271303",47.9830890255587,-0.367531347643007,0.261682531988758,-1.40449324167651,0.160172022769525,0.239957903616046,"SRXN1","140809","sulfiredoxin 1"
"ENSG00000275700",666.882498040975,-0.107582555282427,0.0765999680282554,-1.40447258728284,0.160178169071425,0.239957903616046,"AATF","26574","apoptosis antagonizing transcription factor"
"ENSG00000196812",19.8292453565283,0.555092833829674,0.395576546615652,1.40325011323033,0.160542268635759,0.240478905900378,"ZSCAN16","80345","zinc finger and SCAN domain containing 16"
"ENSG00000196369",78.729929811609,-0.291990479725709,0.208113224960117,-1.40303663922207,0.160605913463842,0.240536473939255,"SRGAP2B","647135","SLIT-ROBO Rho GTPase activating protein 2B"
"ENSG00000119650",163.916578557056,0.195996512130026,0.139696987942261,1.40301172571476,0.160613342382698,0.240536473939255,"IFT43","112752","intraflagellar transport 43"
"ENSG00000278570",1.14741478038518,-2.56440553361562,1.82794897058218,-1.40288682828978,0.160650589260032,0.240558114078024,"NR2E3","10002","nuclear receptor subfamily 2 group E member 3"
"ENSG00000105865",63.3693854946548,-0.318616551715074,0.227120280967948,-1.40285381101672,0.16066043675329,0.240558114078024,"DUS4L","11062","dihydrouridine synthase 4 like"
"ENSG00000183486",7.28209297023499,-0.941098008693858,0.671191418936269,-1.40213057280343,0.160876259000887,0.240856796541555,"MX2","4600","MX dynamin like GTPase 2"
"ENSG00000069966",228.2972199118,-0.17113784622527,0.122083869234306,-1.40180555628376,0.160973318815641,0.240977630543923,"GNB5","10681","G protein subunit beta 5"
"ENSG00000222011",31.4777657836363,-0.448658207266198,0.320185940241217,-1.40124268707175,0.161141513311618,0.241204918056736,"FAM185A","222234","family with sequence similarity 185 member A"
"ENSG00000144524",492.825846399964,-0.131142123163113,0.0936257048874096,-1.40070639063085,0.161301890889871,0.241420459828873,"COPS7B","64708","COP9 signalosome subunit 7B"
"ENSG00000105516",43.7820698183347,0.389902926742844,0.278465587963774,1.40018351852354,0.161458370000142,0.241630123584696,"DBP","1628","D-box binding PAR bZIP transcription factor"
"ENSG00000176142",677.346806617783,0.111181683610638,0.0794141040278508,1.40002440336853,0.161506010883329,0.241676879723677,"TMEM39A","55254","transmembrane protein 39A"
"ENSG00000146109",314.382301700303,0.146766914577628,0.104871797314212,1.39948888391692,0.16166642946612,0.241892369286465,"ABT1","29777","activator of basal transcription 1"
"ENSG00000144161",45.4166125120031,-0.366982786073212,0.262238968576109,-1.39942125331653,0.161686697236373,0.241898136622644,"ZC3H8","84524","zinc finger CCCH-type containing 8"
"ENSG00000112619",17.8923492827288,-0.58871352618641,0.42072961036855,-1.39926810872833,0.161732599222009,0.241942250033898,"PRPH2","5961","peripherin 2"
"ENSG00000198225",32.2800160883896,-0.479602427000922,0.342881493215563,-1.39874107086732,0.16189064332482,0.242154095333523,"FKBP1C","642489","FKBP prolyl isomerase family member 1C"
"ENSG00000005175",551.265959568277,0.113508129793275,0.0811665450734428,1.39845954624,0.161975112541534,0.242255856366666,"RPAP3","79657","RNA polymerase II associated protein 3"
"ENSG00000100852",1079.30827850826,-0.094332401077623,0.0674649626725174,-1.39824284103622,0.162040155863578,0.242328545623279,"ARHGAP5","394","Rho GTPase activating protein 5"
"ENSG00000092036",45.988414901023,-0.378439987843032,0.270708536942314,-1.39796104000841,0.162124766956432,0.242430480459,"HAUS4","54930","HAUS augmin like complex subunit 4"
"ENSG00000115255",39.6120586833161,0.392338536191288,0.280688043698694,1.39777430852183,0.162180851671442,0.242489742511282,"REEP6","92840","receptor accessory protein 6"
"ENSG00000167964",16.4176624524739,-0.608348572781111,0.43525840040792,-1.39767221542645,0.162211521475398,0.242510996500752,"RAB26","25837","RAB26, member RAS oncogene family"
"ENSG00000009307",12003.0559697435,-0.0486142971306897,0.0347846387818265,-1.39757947281283,0.162239386093299,0.242528052768338,"CSDE1","7812","cold shock domain containing E1"
"ENSG00000179532",65.269239159341,0.316563166590201,0.226604807208885,1.39698345542331,0.162418546361827,0.242771251144078,"DNHD1","144132","dynein heavy chain domain 1"
"ENSG00000142408",21.0497148153008,0.553761737528452,0.396510111784688,1.39658919424772,0.16253714158474,0.2429238812165,"CACNG8","59283","calcium voltage-gated channel auxiliary subunit gamma 8"
"ENSG00000250312",49.2986731495378,0.359113237025721,0.257300180784153,1.39569756978515,0.16280558644886,0.243300419091797,"ZNF718","255403","zinc finger protein 718"
"ENSG00000135052",1472.82337742056,-0.0770795166777658,0.055234245306468,-1.39550230568172,0.162864419987336,0.243363664379332,"GOLM1","51280","golgi membrane protein 1"
"ENSG00000198556",72.4361168984,-0.29343300966369,0.21028391330038,-1.39541349149488,0.162891185217767,0.243378982941956,"ZNF789","285989","zinc finger protein 789"
"ENSG00000105404",1795.08320187268,-0.0737328491809924,0.0528537081165843,-1.39503644698595,0.163004849082386,0.243524122227694,"RABAC1","10567","Rab acceptor 1"
"ENSG00000164100",6.51676566861149,-0.998325526968487,0.715664015871253,-1.3949639842561,0.163026700552587,0.243532081161973,"NDST3","9348","N-deacetylase and N-sulfotransferase 3"
"ENSG00000186310",136.983731082643,-0.214001186150893,0.153535262945431,-1.39382433745499,0.163370656926855,0.244021155547582,"NAP1L3","4675","nucleosome assembly protein 1 like 3"
"ENSG00000128918",3.84017921501081,-1.3003522117753,0.933526058400498,-1.39294688142217,0.163635854152876,0.244386367058667,"ALDH1A2","8854","aldehyde dehydrogenase 1 family member A2"
"ENSG00000124116",5.4269555658541,-1.07730191162271,0.77343982524033,-1.39287101137825,0.163658799906895,0.244386367058667,"WFDC3","140686","WAP four-disulfide core domain 3"
"ENSG00000015532",1423.68855935203,0.0852267272820021,0.0611886977964787,1.39285080989102,0.163664909951761,0.244386367058667,"XYLT2","64132","xylosyltransferase 2"
"ENSG00000065613",1486.10231199833,0.0778698869030681,0.0559121683585936,1.39271806458387,0.163705063736951,0.244421561073364,"SLK","9748","STE20 like kinase"
"ENSG00000175946",6.47699462245014,-0.978157150653244,0.702461435919141,-1.39247096087683,0.16377982927267,0.24450842016011,"KLHL38","340359","kelch like family member 38"
"ENSG00000138346",73.7972152762001,-0.306064760745667,0.21987697103982,-1.39198188558927,0.163927883393742,0.244704663775647,"DNA2","1763","DNA replication helicase/nuclease 2"
"ENSG00000196284",80.9451860401292,-0.280857219835491,0.201815603563233,-1.39165265161221,0.164027606725725,0.244828728774938,"SUPT3H","8464","SPT3 homolog, SAGA and STAGA complex component"
"ENSG00000165527",2134.36166250745,-0.0694531803570911,0.0499239470062998,-1.39117967472257,0.164170949059912,0.245017868075441,"ARF6","382","ADP ribosylation factor 6"
"ENSG00000171786",1.21940571450885,2.47127936841302,1.77647891242304,1.39111100679619,0.164191767688547,0.245024126386574,"NHLH1","4807","nescient helix-loop-helix 1"
"ENSG00000144843",3.89531721544184,-1.32884506325082,0.955822365819743,-1.39026362090948,0.164448840473848,0.245382910894357,"ADPRH","141","ADP-ribosylarginine hydrolase"
"ENSG00000204576",182.520556882215,0.187459181811174,0.134858602400194,1.39004244797738,0.164515987914836,0.245458253683828,"PRR3","80742","proline rich 3"
"ENSG00000185215",110.723839473241,0.248011364796623,0.178457101609722,1.38975340605393,0.164603771301807,0.245564366985123,"TNFAIP2","7127","TNF alpha induced protein 2"
"ENSG00000160588",14.2499739882949,-0.672667413849119,0.484771020149014,-1.38759823894248,0.165259418018654,0.246517540765073,"MPZL3","196264","myelin protein zero like 3"
"ENSG00000157654",15.8005639851437,0.623710628903842,0.449674646743272,1.38702644994778,0.165433697621489,0.246752538765865,"PALM2AKAP2","445815","PALM2 and AKAP2 fusion"
"ENSG00000170946",180.31788116743,0.186326761195047,0.134394540890992,1.38641614428504,0.16561986955154,0.247005225404837,"DNAJC24","120526","DnaJ heat shock protein family (Hsp40) member C24"
"ENSG00000164867",0.680131411592271,-2.98985042991292,2.15739139908002,-1.38586370149982,0.165788526470802,0.247181720093746,"NOS3","4846","nitric oxide synthase 3"
"ENSG00000166432",0.680131411592271,-2.98985042991292,2.15739139908002,-1.38586370149982,0.165788526470802,0.247181720093746,"ZMAT1","84460","zinc finger matrin-type 1"
"ENSG00000213417",0.680131411592271,-2.98985042991292,2.15739139908002,-1.38586370149982,0.165788526470802,0.247181720093746,"KRTAP2-4","85294","keratin associated protein 2-4"
"ENSG00000103723",3.4571882900491,1.52270274799275,1.10070329177889,1.38339074604914,0.166545086483685,0.248284592817778,"AP3B2","8120","adaptor related protein complex 3 subunit beta 2"
"ENSG00000025434",67.04677123721,-0.303658772323594,0.219535063021915,-1.38319031203358,0.166606519498926,0.24835105536312,"NR1H3","10062","nuclear receptor subfamily 1 group H member 3"
"ENSG00000134815",394.075679106936,-0.135131097427816,0.097749647581808,-1.38242030299621,0.166842685667708,0.248677943099786,"DHX34","9704","DExH-box helicase 34"
"ENSG00000183808",249.353910303961,-0.161350349357155,0.116767217124851,-1.38181206446527,0.167029413705398,0.248931084962095,"RBM12B","389677","RNA binding motif protein 12B"
"ENSG00000204540",3.41848348079882,-1.37582824516158,0.996083124464313,-1.38123838399681,0.167205676362664,0.249168580205555,"PSORS1C1","170679","psoriasis susceptibility 1 candidate 1"
"ENSG00000232838",27.7160614635099,0.498698791902317,0.361090699693963,1.38109010374674,0.16725125801975,0.249211307319288,"PET117","100303755","PET117 cytochrome c oxidase chaperone"
"ENSG00000135763",327.602979437203,-0.140020863201917,0.101390343823783,-1.38100787433243,0.167276539536584,0.249223780801675,"URB2","9816","URB2 ribosome biogenesis homolog"
"ENSG00000136059",37.6064956757555,-0.409839831033525,0.29688675165868,-1.38045847025435,0.167445528060812,0.249450337871248,"VILL","50853","villin like"
"ENSG00000037280",3.56053927354244,-1.3860209462489,1.00408233866808,-1.3803857441487,0.167467907137772,0.249458461228672,"FLT4","2324","fms related receptor tyrosine kinase 4"
"ENSG00000140829",1146.54335800358,-0.0844769677309489,0.0612067940925817,-1.38018938883106,0.167528340277701,0.249523262153892,"DHX38","9785","DEAH-box helicase 38"
"ENSG00000178385",90.2218796613612,0.265086129989091,0.192091270156735,1.38000092233653,0.167586360845951,0.249584456967221,"PLEKHM3","389072","pleckstrin homology domain containing M3"
"ENSG00000135940",763.203530653853,0.098372223198263,0.0713112683948837,1.37947655977075,0.167747868498446,0.249799745976568,"COX5B","1329","cytochrome c oxidase subunit 5B"
"ENSG00000266173",55.531702175337,0.330096987313037,0.23932292662432,1.37929529765116,0.167803725787969,0.249847605759696,"STRADA","92335","STE20 related adaptor alpha"
"ENSG00000144036",957.574267528807,-0.090442718797647,0.0655732578631704,-1.37926224416622,0.1678139129743,0.249847605759696,"EXOC6B","23233","exocyst complex component 6B"
"ENSG00000171189",7.91864503149506,0.899265718080511,0.652258517371371,1.37869524756011,0.167988735406681,0.250082624487239,"GRIK1","2897","glutamate ionotropic receptor kainate type subunit 1"
"ENSG00000168672",11.2399180758252,-0.733160621649127,0.531842602295899,-1.37852932142736,0.168039921375029,0.250133558350185,"LRATD2","157638","LRAT domain containing 2"
"ENSG00000181804",42.4890510709323,-0.38195764027706,0.277164791543566,-1.37808860263199,0.168175934022439,0.250310736782741,"SLC9A9","285195","solute carrier family 9 member A9"
"ENSG00000141524",3.1984076571028,1.46695933291309,1.06471394103819,1.37779667981306,0.168266071419289,0.25041960623826,"TMC6","11322","transmembrane channel like 6"
"ENSG00000101751",174.089243926096,0.198660829209098,0.144201107666035,1.37766507084807,0.16830672035302,0.25045481063841,"POLI","11201","DNA polymerase iota"
"ENSG00000149100",1685.64760480068,-0.0760016233190392,0.0551718387946366,-1.37754377920838,0.168344189189601,0.25048527615107,"EIF3M","10480","eukaryotic translation initiation factor 3 subunit M"
"ENSG00000086758",6890.15476314387,-0.0707657056245366,0.0513775349186493,-1.37736669804393,0.168398903504034,0.25054139307919,"HUWE1","10075","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1"
